Step,Validation Loss,Optimizer,Architecture,Attention Type,Weight Tying,Attention Sink
5.0,2.9702007293701174,LION,Dense,Sliding Window,Tied Weights,Standard Attention
6.0,2.972330689430237,LION,Dense,Sliding Window,Tied Weights,Standard Attention
7.0,2.9738476276397705,LION,Dense,Sliding Window,Tied Weights,Standard Attention
8.0,2.9719411730766296,LION,Dense,Sliding Window,Tied Weights,Standard Attention
9.0,2.9760295391082763,LION,Dense,Sliding Window,Tied Weights,Standard Attention
10.0,2.968294823169708,LION,Dense,Sliding Window,Tied Weights,Standard Attention
11.0,2.878289186954498,LION,Dense,Sliding Window,Tied Weights,Standard Attention
12.0,2.7582162618637085,LION,Dense,Sliding Window,Tied Weights,Standard Attention
13.0,2.7109890222549438,LION,Dense,Sliding Window,Tied Weights,Standard Attention
14.0,2.6655588030815123,LION,Dense,Sliding Window,Tied Weights,Standard Attention
15.0,2.6419607281684874,LION,Dense,Sliding Window,Tied Weights,Standard Attention
16.0,2.60909218788147,LION,Dense,Sliding Window,Tied Weights,Standard Attention
17.0,2.6202284693717957,LION,Dense,Sliding Window,Tied Weights,Standard Attention
18.0,2.6151511549949644,LION,Dense,Sliding Window,Tied Weights,Standard Attention
19.0,2.5917928218841553,LION,Dense,Sliding Window,Tied Weights,Standard Attention
20.0,2.5866087555885313,LION,Dense,Sliding Window,Tied Weights,Standard Attention
21.0,2.577746570110321,LION,Dense,Sliding Window,Tied Weights,Standard Attention
22.0,2.568197178840637,LION,Dense,Sliding Window,Tied Weights,Standard Attention
23.0,2.5611239790916445,LION,Dense,Sliding Window,Tied Weights,Standard Attention
24.0,2.555144417285919,LION,Dense,Sliding Window,Tied Weights,Standard Attention
25.0,2.5567571401596068,LION,Dense,Sliding Window,Tied Weights,Standard Attention
26.0,2.552723491191864,LION,Dense,Sliding Window,Tied Weights,Standard Attention
27.0,2.5446298837661745,LION,Dense,Sliding Window,Tied Weights,Standard Attention
28.0,2.5439928650856016,LION,Dense,Sliding Window,Tied Weights,Standard Attention
29.0,2.526352334022522,LION,Dense,Sliding Window,Tied Weights,Standard Attention
30.0,2.5296939849853515,LION,Dense,Sliding Window,Tied Weights,Standard Attention
31.0,2.519483745098114,LION,Dense,Sliding Window,Tied Weights,Standard Attention
32.0,2.5221070766448976,LION,Dense,Sliding Window,Tied Weights,Standard Attention
33.0,2.5199337244033813,LION,Dense,Sliding Window,Tied Weights,Standard Attention
34.0,2.527926671504974,LION,Dense,Sliding Window,Tied Weights,Standard Attention
35.0,2.5332600235939027,LION,Dense,Sliding Window,Tied Weights,Standard Attention
36.0,2.510164272785187,LION,Dense,Sliding Window,Tied Weights,Standard Attention
37.0,2.5171949744224547,LION,Dense,Sliding Window,Tied Weights,Standard Attention
0.0,4.822270464897156,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,2.8967724800109864,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.5536548018455507,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.399590861797333,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,2.2207057595252992,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,2.135607290267944,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
6.0,2.0748235106468202,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
7.0,2.031955587863922,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
8.0,2.008160936832428,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
9.0,2.0003045558929444,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,4.866561365127564,LION,MoE,Full Context,Tied Weights,Standard Attention
1.0,3.2319021582603455,LION,MoE,Full Context,Tied Weights,Standard Attention
2.0,3.1750381350517274,LION,MoE,Full Context,Tied Weights,Standard Attention
3.0,3.03148832321167,LION,MoE,Full Context,Tied Weights,Standard Attention
4.0,2.8986604809761047,LION,MoE,Full Context,Tied Weights,Standard Attention
0.0,4.574765086174011,LION,MoE,Full Context,Tied Weights,Standard Attention
1.0,3.2239399790763854,LION,MoE,Full Context,Tied Weights,Standard Attention
2.0,3.195570397377014,LION,MoE,Full Context,Tied Weights,Standard Attention
3.0,3.1904919505119325,LION,MoE,Full Context,Tied Weights,Standard Attention
4.0,3.1818670630455017,LION,MoE,Full Context,Tied Weights,Standard Attention
5.0,3.1579084038734435,LION,MoE,Full Context,Tied Weights,Standard Attention
6.0,2.992893159389496,LION,MoE,Full Context,Tied Weights,Standard Attention
7.0,2.8992846488952635,LION,MoE,Full Context,Tied Weights,Standard Attention
8.0,2.8461105823516846,LION,MoE,Full Context,Tied Weights,Standard Attention
9.0,2.7936705589294433,LION,MoE,Full Context,Tied Weights,Standard Attention
10.0,2.770080769062042,LION,MoE,Full Context,Tied Weights,Standard Attention
11.0,2.762148416042328,LION,MoE,Full Context,Tied Weights,Standard Attention
12.0,2.734732449054718,LION,MoE,Full Context,Tied Weights,Standard Attention
13.0,2.7159488558769227,LION,MoE,Full Context,Tied Weights,Standard Attention
14.0,2.693989884853363,LION,MoE,Full Context,Tied Weights,Standard Attention
15.0,2.677107405662537,LION,MoE,Full Context,Tied Weights,Standard Attention
16.0,2.658077120780945,LION,MoE,Full Context,Tied Weights,Standard Attention
17.0,2.6463814854621885,LION,MoE,Full Context,Tied Weights,Standard Attention
18.0,2.6374019384384155,LION,MoE,Full Context,Tied Weights,Standard Attention
19.0,2.6238478899002073,LION,MoE,Full Context,Tied Weights,Standard Attention
20.0,2.6290427565574648,LION,MoE,Full Context,Tied Weights,Standard Attention
21.0,2.62578946352005,LION,MoE,Full Context,Tied Weights,Standard Attention
22.0,2.628661596775055,LION,MoE,Full Context,Tied Weights,Standard Attention
23.0,2.6224225759506226,LION,MoE,Full Context,Tied Weights,Standard Attention
0.0,5.0069057703018185,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,3.0590436697006225,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.9860333681106566,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.9867232203483582,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,2.9833292365074158,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,2.975302255153656,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
6.0,2.971933889389038,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,4.520284700393677,LION,Dense,Full Context,Untied Weights,Standard Attention
1.0,2.9943341970443726,LION,Dense,Full Context,Untied Weights,Standard Attention
2.0,2.6056634068489073,LION,Dense,Full Context,Untied Weights,Standard Attention
3.0,2.4368507504463195,LION,Dense,Full Context,Untied Weights,Standard Attention
4.0,2.353327012062073,LION,Dense,Full Context,Untied Weights,Standard Attention
5.0,2.291754448413849,LION,Dense,Full Context,Untied Weights,Standard Attention
6.0,2.254609990119934,LION,Dense,Full Context,Untied Weights,Standard Attention
7.0,2.2089850306510925,LION,Dense,Full Context,Untied Weights,Standard Attention
8.0,2.2093461394309997,LION,Dense,Full Context,Untied Weights,Standard Attention
9.0,2.1912891626358033,LION,Dense,Full Context,Untied Weights,Standard Attention
0.0,5.17639536857605,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.3601005554199217,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
2.0,2.9978413939476014,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
3.0,2.7464784383773804,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
4.0,2.5978672981262205,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
5.0,2.4190837502479554,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
6.0,2.318800485134125,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
7.0,2.2284257650375365,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
8.0,2.164619040489197,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
9.0,2.109423816204071,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
10.0,2.067081594467163,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
11.0,2.0490115880966187,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
12.0,2.0362610101699827,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
13.0,2.0342941999435427,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
0.0,4.882751536369324,LION,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.2942959547042845,LION,MoE,Full Context,Untied Weights,Standard Attention
2.0,3.2601742148399353,LION,MoE,Full Context,Untied Weights,Standard Attention
3.0,3.218504846096039,LION,MoE,Full Context,Untied Weights,Standard Attention
4.0,3.0371639370918273,LION,MoE,Full Context,Untied Weights,Standard Attention
5.0,2.9761976480484007,LION,MoE,Full Context,Untied Weights,Standard Attention
0.0,5.14194130897522,LION,Dense,Full Context,Tied Weights,Standard Attention
1.0,2.993776547908783,LION,Dense,Full Context,Tied Weights,Standard Attention
2.0,2.731851816177368,LION,Dense,Full Context,Tied Weights,Standard Attention
3.0,2.416755270957947,LION,Dense,Full Context,Tied Weights,Standard Attention
4.0,2.2043657541275024,LION,Dense,Full Context,Tied Weights,Standard Attention
5.0,2.0532178401947023,LION,Dense,Full Context,Tied Weights,Standard Attention
6.0,1.9983260571956634,LION,Dense,Full Context,Tied Weights,Standard Attention
7.0,1.9376440644264221,LION,Dense,Full Context,Tied Weights,Standard Attention
8.0,1.8626659035682678,LION,Dense,Full Context,Tied Weights,Standard Attention
9.0,1.8318356037139893,LION,Dense,Full Context,Tied Weights,Standard Attention
10.0,1.8168044090270996,LION,Dense,Full Context,Tied Weights,Standard Attention
11.0,1.781810426712036,LION,Dense,Full Context,Tied Weights,Standard Attention
12.0,1.7475504934787751,LION,Dense,Full Context,Tied Weights,Standard Attention
13.0,1.7392750322818755,LION,Dense,Full Context,Tied Weights,Standard Attention
14.0,1.701784896850586,LION,Dense,Full Context,Tied Weights,Standard Attention
15.0,1.7071322679519654,LION,Dense,Full Context,Tied Weights,Standard Attention
16.0,1.673091071844101,LION,Dense,Full Context,Tied Weights,Standard Attention
17.0,1.6628034472465516,LION,Dense,Full Context,Tied Weights,Standard Attention
18.0,1.6528882682323456,LION,Dense,Full Context,Tied Weights,Standard Attention
19.0,1.6270901083946228,LION,Dense,Full Context,Tied Weights,Standard Attention
20.0,1.6165855705738068,LION,Dense,Full Context,Tied Weights,Standard Attention
21.0,1.6147150456905366,LION,Dense,Full Context,Tied Weights,Standard Attention
22.0,1.6006925880908967,LION,Dense,Full Context,Tied Weights,Standard Attention
23.0,1.5870798528194427,LION,Dense,Full Context,Tied Weights,Standard Attention
24.0,1.586221045255661,LION,Dense,Full Context,Tied Weights,Standard Attention
25.0,1.5959740698337554,LION,Dense,Full Context,Tied Weights,Standard Attention
26.0,1.5808746218681335,LION,Dense,Full Context,Tied Weights,Standard Attention
27.0,1.5827015221118927,LION,Dense,Full Context,Tied Weights,Standard Attention
0.0,4.520228433609009,LION,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,3.0093709230422974,LION,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.7840444922447203,LION,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.746970534324646,LION,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,2.737020266056061,LION,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,2.6850631713867186,LION,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,2.642352819442749,LION,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,2.651465928554535,LION,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,2.6124922156333925,LION,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,2.5898772954940794,LION,Dense,Sliding Window,Untied Weights,Standard Attention
10.0,2.573998010158539,LION,Dense,Sliding Window,Untied Weights,Standard Attention
11.0,2.553118920326233,LION,Dense,Sliding Window,Untied Weights,Standard Attention
12.0,2.522883415222168,LION,Dense,Sliding Window,Untied Weights,Standard Attention
13.0,2.5182071566581725,LION,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,4.960058188438415,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,2.6732459902763366,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,2.4534008383750914,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,2.305190718173981,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,2.1479540824890138,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
5.0,2.0579856634140015,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
6.0,2.008573853969574,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,5.000537443161011,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
1.0,2.5906564831733703,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
2.0,2.240743434429169,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
3.0,2.11525502204895,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
4.0,2.0155683636665342,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
5.0,1.9078030645847321,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
6.0,1.8645581126213073,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
7.0,1.831903439760208,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
8.0,1.7985672354698181,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
9.0,1.7650912761688233,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
10.0,1.7320324063301087,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
11.0,1.7286620438098907,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
0.0,4.933401727676392,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,3.0363520622253417,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.574520528316498,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.214785575866699,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,2.056681978702545,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,1.9663658440113068,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.8731351792812347,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,1.8033072710037232,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,1.7590620577335359,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,1.7210630178451538,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
10.0,1.6803302884101867,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
11.0,1.6714895844459534,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
12.0,1.6623450636863708,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
13.0,1.6588053822517395,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,4.912629008293152,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,2.651675987243652,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.5010913014411926,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,2.401423728466034,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,2.322603476047516,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,2.2544095277786256,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,2.212086570262909,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,4.789367699623108,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,2.6244358897209166,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.3149047017097475,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,2.1530007839202883,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,2.09424489736557,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,2.1290789604187013,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,2.108483147621155,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
7.0,2.1033334732055664,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
8.0,2.0721991062164307,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
9.0,2.0710448741912844,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
10.0,2.052445673942566,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
11.0,2.0426018238067627,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,5.117677497863769,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
1.0,2.6628807902336122,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.2960784077644347,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.0482477068901064,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
4.0,1.9361619472503662,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
5.0,1.8569745481014253,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
6.0,1.8385623693466187,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.832185006141662,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
1.0,3.1302266836166384,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
2.0,3.0628762006759644,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
3.0,3.0363958835601808,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
4.0,3.0039667010307314,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
5.0,2.9815590023994445,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
6.0,2.966923189163208,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
7.0,2.9291890144348143,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
8.0,2.7119231700897215,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
9.0,2.621852898597717,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
10.0,2.5551290035247805,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
11.0,2.5121197938919066,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
12.0,2.4729369401931764,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
13.0,2.4685784935951234,ADAFACTOR,Dense,Sliding Window,Tied Weights,Standard Attention
0.0,4.639037561416626,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
1.0,3.6602904915809633,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
2.0,2.958652639389038,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
3.0,2.691868019104004,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
4.0,2.542405736446381,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
5.0,2.4603127241134644,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
6.0,2.42197322845459,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
7.0,2.385750675201416,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
8.0,2.3663803339004517,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
9.0,2.349801182746887,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
10.0,2.341459095478058,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
11.0,2.339120101928711,ADAFACTOR,Dense,Sliding Window,Untied Weights,No Sink (Gated)
0.0,4.837581276893616,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,2.933842658996582,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.5760186553001403,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.3610113978385927,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
4.0,2.2184737086296082,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
5.0,2.115504705905914,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
6.0,2.044674289226532,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
7.0,1.9836126446723938,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
8.0,1.9408358693122865,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
9.0,1.8981750190258027,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
10.0,1.872629350423813,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
11.0,1.8492444634437561,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
12.0,1.8281006813049316,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
13.0,1.8266201317310333,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,5.009005212783814,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.285255992412567,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
2.0,3.1636320829391478,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
3.0,3.114947426319122,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
4.0,3.1022509217262266,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
5.0,3.073883020877838,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
6.0,3.0162155270576476,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
7.0,2.9519335985183717,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
8.0,2.90125629901886,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
9.0,2.8651843309402465,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
10.0,2.8431424856185914,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
11.0,2.832412374019623,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
12.0,2.8156104683876038,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
13.0,2.8160728454589843,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
0.0,4.84042911529541,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
1.0,2.7187135219573975,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
2.0,2.531540846824646,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
3.0,2.3205763339996337,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
4.0,2.149441111087799,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
5.0,2.0472769737243652,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
6.0,1.9897461712360383,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
7.0,1.9487227380275727,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
8.0,1.8981351017951966,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
9.0,1.8808336675167083,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
10.0,1.8604779720306397,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
11.0,1.8440556526184082,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
12.0,1.8176095485687256,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
13.0,1.790805208683014,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
14.0,1.7760905563831328,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
15.0,1.7766649007797242,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
16.0,1.7563729286193848,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
17.0,1.7526832699775696,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
18.0,1.7448495864868163,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
0.0,4.830811953544616,LION,MoE,Full Context,Tied Weights,Standard Attention
1.0,3.005916655063629,LION,MoE,Full Context,Tied Weights,Standard Attention
2.0,2.6738513469696046,LION,MoE,Full Context,Tied Weights,Standard Attention
3.0,2.437626099586487,LION,MoE,Full Context,Tied Weights,Standard Attention
0.0,4.904319477081299,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
1.0,3.3318114042282105,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
2.0,3.3521105885505675,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
3.0,3.264495885372162,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
4.0,2.8442620992660523,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
5.0,2.733014178276062,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
6.0,2.6773922085762023,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
0.0,4.841344237327576,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
1.0,2.837343192100525,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
2.0,2.5428138375282288,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
3.0,2.440354025363922,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
4.0,2.4049757361412047,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
0.0,5.024814033508301,LION,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.6829361438751222,LION,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.384875309467316,LION,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.281912076473236,LION,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,2.224856972694397,LION,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,2.194509494304657,LION,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,5.155917859077453,LION,Dense,Sliding Window,Tied Weights,Standard Attention
1.0,2.889004147052765,LION,Dense,Sliding Window,Tied Weights,Standard Attention
2.0,2.5585397720336913,LION,Dense,Sliding Window,Tied Weights,Standard Attention
3.0,2.392192506790161,LION,Dense,Sliding Window,Tied Weights,Standard Attention
4.0,2.3443591356277467,LION,Dense,Sliding Window,Tied Weights,Standard Attention
5.0,2.3344003558158875,LION,Dense,Sliding Window,Tied Weights,Standard Attention
6.0,2.4652794122695925,LION,Dense,Sliding Window,Tied Weights,Standard Attention
7.0,2.5046458005905152,LION,Dense,Sliding Window,Tied Weights,Standard Attention
8.0,2.5321327090263366,LION,Dense,Sliding Window,Tied Weights,Standard Attention
9.0,2.5317036747932433,LION,Dense,Sliding Window,Tied Weights,Standard Attention
10.0,2.4873089671134947,LION,Dense,Sliding Window,Tied Weights,Standard Attention
11.0,2.457784616947174,LION,Dense,Sliding Window,Tied Weights,Standard Attention
12.0,2.420989429950714,LION,Dense,Sliding Window,Tied Weights,Standard Attention
13.0,2.4111151933670043,LION,Dense,Sliding Window,Tied Weights,Standard Attention
14.0,2.3955670952796937,LION,Dense,Sliding Window,Tied Weights,Standard Attention
15.0,2.405630373954773,LION,Dense,Sliding Window,Tied Weights,Standard Attention
16.0,2.383377492427826,LION,Dense,Sliding Window,Tied Weights,Standard Attention
17.0,2.373125970363617,LION,Dense,Sliding Window,Tied Weights,Standard Attention
18.0,2.3434024691581725,LION,Dense,Sliding Window,Tied Weights,Standard Attention
19.0,2.334420359134674,LION,Dense,Sliding Window,Tied Weights,Standard Attention
20.0,2.336459589004517,LION,Dense,Sliding Window,Tied Weights,Standard Attention
21.0,2.3237711787223816,LION,Dense,Sliding Window,Tied Weights,Standard Attention
22.0,2.3238484263420105,LION,Dense,Sliding Window,Tied Weights,Standard Attention
23.0,2.3100638508796694,LION,Dense,Sliding Window,Tied Weights,Standard Attention
0.0,5.059172987937927,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
1.0,2.709630525112152,ADAMW,MoE,Full Context,Tied Weights,No Sink (Gated)
