Step,Validation Loss,Optimizer,Architecture,Attention Type,Weight Tying,Attention Sink
4.0,1.7531520485877992,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
5.0,1.6953185200691223,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
6.0,1.637794029712677,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
7.0,1.6105936944484711,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
8.0,1.6006480574607849,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
9.0,1.5875563621520996,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
10.0,1.5667243540287017,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
11.0,1.5635746777057649,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
12.0,1.5658671617507935,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
13.0,1.558981716632843,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
14.0,1.566393542289734,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
15.0,1.5952150762081145,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
16.0,1.5986339330673218,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
17.0,1.625099527835846,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
18.0,1.6609471440315247,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
19.0,1.6792382180690766,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
20.0,1.7515254497528077,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
21.0,1.8330843925476075,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
22.0,1.8936596810817719,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
23.0,2.004237526655197,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
24.0,2.05452042222023,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
25.0,2.140749931335449,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
26.0,2.199195694923401,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
27.0,2.199262726306915,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
0.0,5.048819208145142,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
1.0,3.165219557285309,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
2.0,2.698949360847473,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
3.0,2.5975722908973693,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
4.0,2.5507614493370054,ADAFACTOR,MoE,Full Context,Tied Weights,No Sink (Gated)
0.0,4.593935751914978,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
1.0,2.528088593482971,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
2.0,2.055853533744812,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
3.0,1.871983939409256,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
4.0,1.7537246763706207,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
5.0,1.6689611673355103,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
6.0,1.6340882658958436,ADAMW,Dense,Full Context,Untied Weights,Standard Attention
0.0,5.11138813495636,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,3.7454169631004333,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.874717104434967,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,2.624562704563141,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,2.5258716106414796,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,2.45737601518631,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,2.425784134864807,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
7.0,2.384430706501007,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
8.0,2.352155077457428,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
9.0,2.3248427867889405,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
10.0,2.317959189414978,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
11.0,2.306483542919159,ADAFACTOR,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,4.78655595779419,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,3.007793128490448,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.6747000575065614,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.521116816997528,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
4.0,2.3919105768203734,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
5.0,2.280117404460907,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
6.0,2.190472674369812,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
7.0,2.1201481342315676,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
8.0,2.097158908843994,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
9.0,2.083849275112152,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.599535322189331,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
1.0,2.8797299742698668,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
2.0,2.4868661046028135,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
3.0,2.3170238852500917,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
4.0,2.1608765959739684,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
5.0,2.0561953663825987,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
6.0,2.0100372612476347,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
7.0,1.9490250587463378,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
8.0,1.92112056016922,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
9.0,1.894241589307785,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
10.0,1.9039986193180085,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
11.0,1.8828437507152558,ADAFACTOR,Dense,Full Context,Untied Weights,Standard Attention
0.0,4.950982165336609,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,2.7739396572113035,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,2.212829625606537,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,1.911127072572708,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
4.0,1.8390732824802398,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
5.0,1.8878109574317932,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
6.0,2.0146255791187286,ADAMW,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,5.12862982749939,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
1.0,2.620947527885437,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
2.0,2.1704631090164184,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
3.0,1.9423053681850433,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
4.0,1.820222055912018,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
5.0,1.7501787900924684,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
6.0,1.6931819796562195,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
7.0,1.6374805688858032,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
8.0,1.611389124393463,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
9.0,1.5715445816516875,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
10.0,1.583889639377594,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
11.0,1.558612096309662,ADAMW,MoE,Full Context,Untied Weights,Standard Attention
0.0,4.643248653411865,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
1.0,2.6469284534454345,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
2.0,2.5315577149391175,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
3.0,2.391527473926544,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
4.0,2.3366878151893617,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
5.0,2.278220522403717,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
6.0,2.274622547626495,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
7.0,2.224920630455017,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
8.0,2.2390066385269165,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
9.0,2.2348262548446653,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
10.0,2.2098976254463194,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
11.0,2.1994907021522523,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
0.0,5.1261046648025514,LION,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.0791405916213987,LION,MoE,Full Context,Untied Weights,Standard Attention
2.0,2.7860219836235047,LION,MoE,Full Context,Untied Weights,Standard Attention
3.0,2.682196927070618,LION,MoE,Full Context,Untied Weights,Standard Attention
4.0,2.651336634159088,LION,MoE,Full Context,Untied Weights,Standard Attention
5.0,2.5942877292633058,LION,MoE,Full Context,Untied Weights,Standard Attention
6.0,2.56092312335968,LION,MoE,Full Context,Untied Weights,Standard Attention
7.0,2.5296578645706176,LION,MoE,Full Context,Untied Weights,Standard Attention
8.0,2.530851864814758,LION,MoE,Full Context,Untied Weights,Standard Attention
9.0,2.5085616230964662,LION,MoE,Full Context,Untied Weights,Standard Attention
10.0,2.4846805691719056,LION,MoE,Full Context,Untied Weights,Standard Attention
11.0,2.4656198620796204,LION,MoE,Full Context,Untied Weights,Standard Attention
12.0,2.4543866157531737,LION,MoE,Full Context,Untied Weights,Standard Attention
13.0,2.4528037309646606,LION,MoE,Full Context,Untied Weights,Standard Attention
0.0,4.747968363761902,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
1.0,2.6229387402534483,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
2.0,2.133386719226837,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
3.0,1.9400292038917542,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
4.0,1.812090241909027,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
5.0,1.7477680623531342,ADAMW,MoE,Sliding Window,Tied Weights,Standard Attention
0.0,4.867316102981567,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,2.636368656158447,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.286738860607147,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.0243955671787264,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,1.8532841205596924,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,1.7304951846599579,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
6.0,1.6506451070308685,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
7.0,1.6054738640785218,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
8.0,1.5676931262016296,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
9.0,1.553273570537567,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
10.0,1.523467981815338,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
11.0,1.521677988767624,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
12.0,1.5029152989387513,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
13.0,1.4994591176509857,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
14.0,1.5051816821098327,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
15.0,1.5160446107387542,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
16.0,1.5072332620620728,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
17.0,1.5144571244716645,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
18.0,1.5180711686611175,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
19.0,1.5099283456802368,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
20.0,1.5164223253726958,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
21.0,1.5182751178741456,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
22.0,1.516130381822586,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
23.0,1.5225926339626312,ADAMW,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,5.211400508880615,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,2.6366922497749328,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,2.3031914710998533,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,2.0863905549049377,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,2.0200794458389284,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
5.0,1.935543429851532,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
6.0,1.8962602615356445,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
7.0,1.8409897089004517,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
8.0,1.8010541558265687,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
9.0,1.7502506017684936,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
10.0,1.736462914943695,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
11.0,1.6821578681468963,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
12.0,1.6769018948078156,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
13.0,1.644869041442871,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,4.790819430351258,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,3.4603702783584596,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,2.972732734680176,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,2.7566182136535646,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
4.0,2.6646918416023255,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
5.0,2.5995119333267214,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
6.0,2.5718329310417176,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
7.0,2.5466819643974303,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
8.0,2.551430606842041,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
9.0,2.5347117304801943,ADAFACTOR,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.52762999534607,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,3.110121560096741,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.7329366326332094,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.5924054265022276,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,2.4670920848846434,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,2.4155637979507447,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
6.0,2.3353878021240235,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
7.0,2.2565414786338804,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
8.0,2.1968146443367003,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
9.0,2.1667437076568605,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
10.0,2.132212460041046,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
11.0,2.0965416550636293,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
12.0,2.0623863697052003,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
13.0,2.0595705807209015,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
14.0,2.0440180122852327,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
15.0,2.0249394714832305,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
16.0,1.9914606273174287,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
17.0,1.9909911274909973,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
18.0,1.9702059984207154,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
19.0,1.9713034927845001,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
20.0,1.9560442209243774,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
21.0,1.9353326857089996,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
22.0,1.917989867925644,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
23.0,1.9129431784152984,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
24.0,1.9134169042110443,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
25.0,1.910669708251953,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
26.0,1.8898662090301515,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
27.0,1.889058232307434,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
28.0,1.9109893262386322,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
29.0,1.8856101512908936,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
30.0,1.8840543985366822,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
31.0,1.8729477107524872,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
32.0,1.8772699952125549,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
33.0,1.884578913450241,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
34.0,1.895838314294815,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
35.0,1.880610316991806,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
36.0,1.8694650828838348,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
37.0,1.8703600823879243,ADAFACTOR,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,4.986680340766907,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,2.4100184440612793,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.042926901578903,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,1.840188777446747,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,1.736657154560089,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,1.6682375729084016,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,1.6300544798374177,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
7.0,1.5930753707885743,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
8.0,1.5722386717796326,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
9.0,1.5442612528800965,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
10.0,1.5606354773044586,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
11.0,1.5362086713314056,ADAMW,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,5.026930975914001,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
1.0,2.3250447869300843,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
2.0,1.9383625030517577,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
3.0,1.8145165383815764,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
4.0,1.76301811337471,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
5.0,1.661609834432602,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
6.0,1.6109191477298737,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
7.0,1.5710831880569458,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
8.0,1.5849737286567689,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
9.0,1.5426310420036315,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
10.0,1.5504972279071807,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
11.0,1.5325866401195527,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
12.0,1.5423722326755525,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
13.0,1.5198077142238617,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
14.0,1.5097761154174805,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
15.0,1.520125263929367,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
16.0,1.4773695468902588,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
17.0,1.5000575482845306,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
18.0,1.5501869380474091,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
19.0,1.5717023015022278,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
20.0,1.5572419703006743,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
21.0,1.620729959011078,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
22.0,1.6265153229236602,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
23.0,1.6424578785896302,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
24.0,1.6745434165000916,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
25.0,1.7471682608127594,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
26.0,1.8148520827293395,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
27.0,1.7489327609539032,ADAMW,Dense,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.903445672988892,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,2.4930569887161256,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,2.195302367210388,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,1.9640194714069366,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,1.8358860790729523,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
5.0,1.7409452557563783,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
6.0,1.6677488446235658,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
7.0,1.618905395269394,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
8.0,1.5885741353034972,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
9.0,1.5696869015693664,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
10.0,1.5490889489650725,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
11.0,1.5364075481891633,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
12.0,1.5347728252410888,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
13.0,1.5329101741313935,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
14.0,1.5386631667613984,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
15.0,1.5641422152519227,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
16.0,1.5555197775363923,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
17.0,1.5799219608306885,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
18.0,1.609295779466629,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
19.0,1.6391377747058868,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
20.0,1.6637209117412568,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
21.0,1.6979722738265992,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
22.0,1.7026314079761504,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
23.0,1.7076032042503357,ADAMW,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,5.116209506988525,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
1.0,2.7567664980888367,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
2.0,2.5870978951454164,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
3.0,2.488431119918823,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
4.0,2.4172502517700196,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
5.0,2.354535460472107,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
6.0,2.3375306963920592,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
7.0,2.299567234516144,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
8.0,2.2825450539588927,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
9.0,2.2811359763145447,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
10.0,2.2853362798690795,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
11.0,2.2763318181037904,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
12.0,2.262255907058716,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
13.0,2.2530412554740904,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
14.0,2.242212450504303,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
15.0,2.2386613726615905,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
16.0,2.2361754417419433,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
17.0,2.243944251537323,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
18.0,2.247723472118378,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
19.0,2.2444016456604006,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
20.0,2.247498333454132,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
21.0,2.235502600669861,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
22.0,2.2224396586418154,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
23.0,2.2014540433883667,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
24.0,2.2138826847076416,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
25.0,2.205259358882904,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
26.0,2.200861084461212,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
27.0,2.2030776381492614,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
0.0,4.907144379615784,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
1.0,2.305689346790314,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
2.0,1.8891797482967376,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
3.0,1.6877186298370361,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
4.0,1.6299046874046326,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
5.0,1.5779853999614715,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
6.0,1.5773542046546936,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
7.0,1.6044902801513672,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
8.0,1.6447427153587342,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
9.0,1.668652307987213,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
10.0,1.7060970842838288,ADAMW,Dense,Sliding Window,Untied Weights,No Sink (Gated)
