Architecture,VRAM (GB),Optimizer
MoE,1.385862144,ADAMW
MoE,1.383963136,ADAMW
MoE,1.383705088,ADAMW
MoE,1.38973696,ADAMW
MoE,1.385873664,ADAMW
MoE,1.385489152,ADAMW
Dense,0.306585088,LION
Dense,0.319587328,LION
Dense,0.32614016,LION
Dense,0.32106496,LION
Dense,0.333251072,LION
Dense,0.334913024,LION
Dense,0.329559552,LION
Dense,0.33486464,LION
Dense,0.333686528,LION
Dense,0.338739456,LION
Dense,0.342226944,LION
Dense,0.3398336,LION
MoE,0.906075136,LION
MoE,0.915177472,LION
MoE,0.924366336,LION
MoE,0.922388992,LION
MoE,0.925621248,LION
MoE,0.929214208,LION
MoE,0.920904704,LION
MoE,0.92397184,LION
MoE,0.929252608,LION
MoE,0.935118336,LION
MoE,0.935804416,LION
MoE,0.932030464,LION
MoE,0.944886272,LION
MoE,0.942990336,LION
MoE,1.374838784,ADAMW
MoE,1.393463296,ADAMW
MoE,1.3996608,ADAMW
MoE,1.40940416,ADAMW
MoE,1.41675264,ADAMW
MoE,1.433943808,ADAMW
Dense,0.12275968,ADAMW
Dense,0.132462336,ADAMW
Dense,0.136562176,ADAMW
Dense,0.140272896,ADAMW
Dense,0.139532288,ADAMW
Dense,0.1373056,ADAMW
Dense,0.13542016,ADAMW
Dense,0.136327936,ADAMW
Dense,0.136356096,ADAMW
Dense,0.140302336,ADAMW
Dense,0.138646528,ADAMW
Dense,0.13384576,ADAMW
Dense,0.138017536,ADAMW
Dense,0.137291776,ADAMW
Dense,0.137532928,ADAMW
Dense,0.138343936,ADAMW
Dense,0.14011392,ADAMW
Dense,0.139534592,ADAMW
Dense,0.140767232,ADAMW
Dense,0.139293184,ADAMW
Dense,0.139325952,ADAMW
Dense,0.139603712,ADAMW
Dense,0.142553856,ADAMW
Dense,0.14164992,ADAMW
MoE,1.360263936,ADAMW
MoE,1.370836992,ADAMW
MoE,1.371114496,ADAMW
MoE,1.377555968,ADAMW
MoE,1.377910528,ADAMW
MoE,1.379229952,ADAMW
MoE,1.384035328,ADAMW
MoE,1.386059264,ADAMW
MoE,1.39385728,ADAMW
MoE,1.392584448,ADAMW
MoE,1.38900992,ADAMW
MoE,1.389370368,ADAMW
MoE,1.390558464,ADAMW
MoE,1.394269184,ADAMW
MoE,0.48904832,ADAFACTOR
MoE,0.512502528,ADAFACTOR
MoE,0.521617152,ADAFACTOR
MoE,0.53592832,ADAFACTOR
MoE,0.57282432,ADAFACTOR
MoE,0.572353792,ADAFACTOR
MoE,0.565099776,ADAFACTOR
MoE,0.565819648,ADAFACTOR
MoE,0.566774528,ADAFACTOR
MoE,0.567936768,ADAFACTOR
Dense,0.105543424,ADAFACTOR
Dense,0.111678464,ADAFACTOR
Dense,0.112369408,ADAFACTOR
Dense,0.112822272,ADAFACTOR
Dense,0.1127936,ADAFACTOR
Dense,0.112697856,ADAFACTOR
Dense,0.112578048,ADAFACTOR
Dense,0.112561408,ADAFACTOR
Dense,0.112574208,ADAFACTOR
Dense,0.112748288,ADAFACTOR
Dense,0.1122496,ADAFACTOR
Dense,0.11223808,ADAFACTOR
Dense,0.112228096,ADAFACTOR
Dense,0.112290048,ADAFACTOR
Dense,0.112276224,ADAFACTOR
Dense,0.112195328,ADAFACTOR
Dense,0.11239168,ADAFACTOR
Dense,0.112178944,ADAFACTOR
Dense,0.11227776,ADAFACTOR
Dense,0.112155392,ADAFACTOR
Dense,0.112609024,ADAFACTOR
Dense,0.11244032,ADAFACTOR
Dense,0.112673792,ADAFACTOR
Dense,0.112438528,ADAFACTOR
Dense,0.112530944,ADAFACTOR
Dense,0.11467648,ADAFACTOR
Dense,0.114718464,ADAFACTOR
Dense,0.114595328,ADAFACTOR
Dense,0.114632192,ADAFACTOR
Dense,0.114950912,ADAFACTOR
Dense,0.11598848,ADAFACTOR
Dense,0.11601536,ADAFACTOR
Dense,0.116001536,ADAFACTOR
Dense,0.116166144,ADAFACTOR
Dense,0.11613312,ADAFACTOR
Dense,0.116229632,ADAFACTOR
Dense,0.116199424,ADAFACTOR
Dense,0.116494336,ADAFACTOR
Dense,0.453354752,ADAMW
Dense,0.4621888,ADAMW
Dense,0.470736896,ADAMW
Dense,0.476639488,ADAMW
Dense,0.484634624,ADAMW
Dense,0.496625664,ADAMW
Dense,0.499849728,ADAMW
Dense,0.496051712,ADAMW
Dense,0.503818496,ADAMW
Dense,0.501634304,ADAMW
Dense,0.501200384,ADAMW
Dense,0.499856384,ADAMW
Dense,0.454235904,ADAMW
Dense,0.474603776,ADAMW
Dense,0.481126656,ADAMW
Dense,0.477318656,ADAMW
Dense,0.477909248,ADAMW
Dense,0.493102592,ADAMW
Dense,0.502594048,ADAMW
Dense,0.502786304,ADAMW
Dense,0.503734528,ADAMW
Dense,0.4986944,ADAMW
Dense,0.519581696,ADAMW
Dense,0.516412672,ADAMW
Dense,0.515907072,ADAMW
Dense,0.516072704,ADAMW
Dense,0.513273344,ADAMW
Dense,0.512820736,ADAMW
Dense,0.51690752,ADAMW
Dense,0.520617472,ADAMW
Dense,0.518728192,ADAMW
Dense,0.517171712,ADAMW
Dense,0.510805248,ADAMW
Dense,0.510514688,ADAMW
Dense,0.52585216,ADAMW
Dense,0.52340224,ADAMW
Dense,0.52448896,ADAMW
Dense,0.527467008,ADAMW
Dense,0.53336832,ADAMW
Dense,0.524795136,ADAMW
MoE,0.350272768,ADAMW
MoE,0.353051904,ADAMW
MoE,0.354514944,ADAMW
MoE,0.357045248,ADAMW
MoE,0.3582592,ADAMW
MoE,0.358308096,ADAMW
MoE,0.364050176,ADAMW
MoE,0.369654016,ADAMW
MoE,0.37022464,ADAMW
MoE,0.371408128,ADAMW
MoE,0.370278144,ADAMW
MoE,0.372025344,ADAMW
MoE,0.378196736,ADAMW
MoE,0.379117568,ADAMW
MoE,0.388197632,ADAMW
MoE,0.382452736,ADAMW
MoE,0.384797952,ADAMW
MoE,0.380955392,ADAMW
MoE,0.387628032,ADAMW
MoE,0.385612544,ADAMW
MoE,0.383088896,ADAMW
MoE,0.384576512,ADAMW
MoE,0.3894784,ADAMW
MoE,0.392151296,ADAMW
MoE,0.907058688,LION
MoE,0.919947264,LION
MoE,0.923570944,LION
MoE,0.935872,LION
MoE,0.932444928,LION
MoE,0.934970112,LION
MoE,0.939171584,LION
MoE,0.935279104,LION
MoE,0.931358208,LION
MoE,0.933593088,LION
MoE,0.942029312,LION
MoE,0.935478784,LION
MoE,0.93586432,LION
MoE,0.931004672,LION
MoE,0.941818112,LION
MoE,0.946957056,LION
MoE,0.939236352,LION
MoE,0.94032,LION
MoE,0.93914624,LION
MoE,0.948809984,LION
MoE,0.957673472,LION
MoE,0.95387648,LION
MoE,0.948087552,LION
MoE,0.950814464,LION
MoE,0.944136704,LION
MoE,0.947419648,LION
MoE,0.94748288,LION
MoE,0.943226624,LION
Dense,0.469105152,ADAMW
Dense,0.475408384,ADAMW
Dense,0.476621824,ADAMW
Dense,0.486857728,ADAMW
Dense,0.481133312,ADAMW
Dense,0.487114752,ADAMW
Dense,0.497033728,ADAMW
Dense,0.512101888,ADAMW
Dense,0.518831616,ADAMW
Dense,0.520733696,ADAMW
Dense,0.525569536,ADAMW
Dense,0.519254016,ADAMW
Dense,0.52177664,ADAMW
Dense,0.52796928,ADAMW
Dense,0.52513152,ADAMW
Dense,0.529064192,ADAMW
Dense,0.529507072,ADAMW
Dense,0.532056576,ADAMW
Dense,0.517963264,ADAMW
Dense,0.512745728,ADAMW
Dense,0.50576512,ADAMW
Dense,0.514165248,ADAMW
Dense,0.518704896,ADAMW
Dense,0.514356736,ADAMW
Dense,0.447987712,ADAMW
Dense,0.455095552,ADAMW
Dense,0.459137024,ADAMW
Dense,0.45799296,ADAMW
Dense,0.462209024,ADAMW
Dense,0.463246592,ADAMW
Dense,0.467494144,ADAMW
Dense,0.4700096,ADAMW
Dense,0.476285184,ADAMW
Dense,0.488075264,ADAMW
Dense,0.484401152,ADAMW
Dense,0.4860544,ADAMW
Dense,0.048022784,ADAFACTOR
Dense,0.04927744,ADAFACTOR
Dense,0.050216448,ADAFACTOR
Dense,0.051109376,ADAFACTOR
Dense,0.051615744,ADAFACTOR
Dense,0.051988992,ADAFACTOR
Dense,0.05145216,ADAFACTOR
Dense,0.051320064,ADAFACTOR
Dense,0.051831296,ADAFACTOR
Dense,0.053270784,ADAFACTOR
Dense,0.078868736,LION
Dense,0.081334528,LION
Dense,0.082535424,LION
Dense,0.082363136,LION
Dense,0.084767232,LION
Dense,0.087335424,LION
Dense,0.085425664,LION
Dense,0.085740544,LION
Dense,0.085257216,LION
Dense,0.084626176,LION
Dense,0.085216256,LION
Dense,0.085513984,LION
Dense,0.086477824,LION
Dense,0.087745792,LION
Dense,0.314249728,ADAMW
Dense,0.319634432,ADAMW
Dense,0.325305856,ADAMW
Dense,0.33048448,ADAMW
Dense,0.326119168,ADAMW
Dense,0.339027712,ADAMW
Dense,0.35185792,ADAMW
MoE,0.239921664,ADAMW
MoE,0.24790272,ADAMW
MoE,0.247801088,ADAMW
MoE,0.247560448,ADAMW
MoE,0.25101824,ADAMW
MoE,0.253527808,ADAMW
MoE,0.242995712,LION
MoE,0.246980608,LION
MoE,0.259579392,LION
MoE,0.279464448,LION
MoE,0.2685888,LION
MoE,0.265408256,LION
MoE,0.2649408,LION
MoE,0.26532352,LION
MoE,0.271297024,LION
MoE,0.268611328,LION
MoE,0.266355712,LION
MoE,0.26784768,LION
MoE,0.254329344,ADAMW
MoE,0.269706752,ADAMW
MoE,0.275926272,ADAMW
MoE,0.27370752,ADAMW
MoE,0.2753152,ADAMW
MoE,0.277770752,ADAMW
MoE,0.275016704,ADAMW
MoE,0.280773632,ADAMW
MoE,0.276637696,ADAMW
MoE,0.273938432,ADAMW
MoE,0.273682432,ADAMW
MoE,0.277655552,ADAMW
MoE,0.272725504,ADAMW
MoE,0.274350848,ADAMW
MoE,0.270310144,ADAMW
MoE,0.276569088,ADAMW
MoE,0.27662336,ADAMW
MoE,0.27547392,ADAMW
MoE,0.27704448,ADAMW
Dense,0.084929536,LION
Dense,0.088392704,LION
Dense,0.088236544,LION
Dense,0.089565696,LION
Dense,0.089469184,LION
Dense,0.092307712,LION
Dense,0.094768128,LION
Dense,0.094821632,LION
Dense,0.09676544,LION
Dense,0.096633088,LION
Dense,0.156935168,ADAFACTOR
Dense,0.166385152,ADAFACTOR
Dense,0.169184768,ADAFACTOR
Dense,0.169097984,ADAFACTOR
Dense,0.165697792,ADAFACTOR
Dense,0.166673408,ADAFACTOR
Dense,0.167383296,ADAFACTOR
Dense,0.169270784,ADAFACTOR
Dense,0.177771776,ADAFACTOR
Dense,0.179486976,ADAFACTOR
Dense,0.453146368,ADAMW
Dense,0.46111232,ADAMW
Dense,0.466788096,ADAMW
Dense,0.470766336,ADAMW
Dense,0.473056256,ADAMW
Dense,0.475568896,ADAMW
Dense,0.474539264,ADAMW
Dense,0.480755456,ADAMW
Dense,0.4926336,ADAMW
Dense,0.493316608,ADAMW
Dense,0.490486016,ADAMW
Dense,0.478348288,ADAMW
Dense,0.48344064,ADAMW
Dense,0.487798016,ADAMW
Dense,0.491468544,ADAMW
Dense,0.49872384,ADAMW
Dense,0.488877824,ADAMW
Dense,0.492563968,ADAMW
Dense,0.494229504,ADAMW
Dense,0.491391488,ADAMW
Dense,0.489624576,ADAMW
Dense,0.48871808,ADAMW
Dense,0.484855808,ADAMW
Dense,0.492900864,ADAMW
Dense,0.320016896,ADAMW
Dense,0.332828416,ADAMW
Dense,0.34258048,ADAMW
Dense,0.342658048,ADAMW
MoE,0.455673856,ADAFACTOR
MoE,0.471744512,ADAFACTOR
MoE,0.473793536,ADAFACTOR
MoE,0.47723392,ADAFACTOR
MoE,0.47619456,ADAFACTOR
MoE,0.497061632,ADAFACTOR
MoE,0.492002816,ADAFACTOR
MoE,0.485289728,ADAFACTOR
MoE,0.49066496,ADAFACTOR
MoE,0.492295936,ADAFACTOR
Dense,0.091181824,ADAMW
Dense,0.096094464,ADAMW
Dense,0.09603968,ADAMW
Dense,0.096399872,ADAMW
Dense,0.10038656,ADAMW
Dense,0.100085248,ADAMW
Dense,0.101299456,ADAMW
Dense,0.103284992,ADAMW
Dense,0.104658944,ADAMW
Dense,0.104662272,ADAMW
Dense,0.10576512,ADAMW
Dense,0.106192896,ADAMW
Dense,0.106345472,ADAMW
Dense,0.109063168,ADAMW
Dense,0.108709376,ADAMW
Dense,0.108923648,ADAMW
Dense,0.10791296,ADAMW
Dense,0.109141248,ADAMW
Dense,0.110003968,ADAMW
Dense,0.10827264,ADAMW
Dense,0.108066304,ADAMW
Dense,0.108692992,ADAMW
Dense,0.107666176,ADAMW
Dense,0.109531648,ADAMW
MoE,0.124393216,ADAFACTOR
MoE,0.128090112,ADAFACTOR
MoE,0.132175872,ADAFACTOR
MoE,0.137722112,ADAFACTOR
MoE,0.138603264,ADAFACTOR
MoE,0.141275136,ADAFACTOR
MoE,0.14146048,ADAFACTOR
MoE,0.14094976,ADAFACTOR
MoE,0.139548672,ADAFACTOR
MoE,0.1405696,ADAFACTOR
MoE,0.141453568,ADAFACTOR
MoE,0.139456768,ADAFACTOR
MoE,0.13984256,ADAFACTOR
MoE,0.142981888,ADAFACTOR
MoE,0.139973376,ADAFACTOR
MoE,0.141177856,ADAFACTOR
MoE,0.1419904,ADAFACTOR
MoE,0.143937024,ADAFACTOR
MoE,0.141620224,ADAFACTOR
MoE,0.143870464,ADAFACTOR
MoE,0.143439872,ADAFACTOR
MoE,0.145143296,ADAFACTOR
MoE,0.14668928,ADAFACTOR
MoE,0.14789376,ADAFACTOR
MoE,0.14601216,ADAFACTOR
MoE,0.148154368,ADAFACTOR
MoE,0.147447808,ADAFACTOR
MoE,0.147014912,ADAFACTOR
MoE,0.145466112,ADAFACTOR
MoE,0.144979456,ADAFACTOR
MoE,0.145332224,ADAFACTOR
MoE,0.147251456,ADAFACTOR
MoE,0.146544128,ADAFACTOR
MoE,0.149462528,ADAFACTOR
MoE,0.152064768,ADAFACTOR
MoE,0.153191424,ADAFACTOR
MoE,0.15246848,ADAFACTOR
MoE,0.151242752,ADAFACTOR
MoE,0.150349056,ADAFACTOR
MoE,0.151707392,ADAFACTOR
MoE,0.152136704,ADAFACTOR
MoE,0.153705472,ADAFACTOR
MoE,0.153518336,ADAFACTOR
MoE,0.153225216,ADAFACTOR
MoE,0.154660352,ADAFACTOR
MoE,0.154246912,ADAFACTOR
MoE,0.1540224,ADAFACTOR
Dense,0.047887616,ADAFACTOR
Dense,0.051461632,ADAFACTOR
Dense,0.050898432,ADAFACTOR
Dense,0.050889472,ADAFACTOR
Dense,0.051101696,ADAFACTOR
Dense,0.050168064,ADAFACTOR
Dense,0.051027712,ADAFACTOR
Dense,0.050609408,ADAFACTOR
Dense,0.051938304,ADAFACTOR
Dense,0.051481344,ADAFACTOR
Dense,0.051538688,ADAFACTOR
Dense,0.052678656,ADAFACTOR
Dense,0.051774976,ADAFACTOR
Dense,0.052948736,ADAFACTOR
Dense,0.054105088,ADAFACTOR
Dense,0.054425344,ADAFACTOR
Dense,0.053597952,ADAFACTOR
Dense,0.053878016,ADAFACTOR
Dense,0.05474432,ADAFACTOR
Dense,0.054854144,ADAFACTOR
Dense,0.057158656,ADAFACTOR
Dense,0.055926528,ADAFACTOR
Dense,0.05610368,ADAFACTOR
Dense,0.05695488,ADAFACTOR
Dense,0.057144576,ADAFACTOR
Dense,0.056941824,ADAFACTOR
Dense,0.054875136,ADAFACTOR
Dense,0.056864512,ADAFACTOR
MoE,0.129329152,ADAFACTOR
MoE,0.139269632,ADAFACTOR
MoE,0.14071552,ADAFACTOR
MoE,0.142753024,ADAFACTOR
MoE,0.144206336,ADAFACTOR
MoE,0.145953792,ADAFACTOR
MoE,0.14959616,ADAFACTOR
MoE,0.147168768,ADAFACTOR
MoE,0.148388096,ADAFACTOR
MoE,0.153271552,ADAFACTOR
MoE,0.153164544,ADAFACTOR
MoE,0.151928064,ADAFACTOR
